ad_link,title,price,description,mileage,transmission,location,time_posted
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-chevrolet-equinox-ev-2rs/m9339856,2024 Chevrolet Equinox EV 2RS,"$45,960",EQUINOX EV 2RS Engine: 0L L/100Km City: 2.0 L/100Km Hwy: 2.4,35 km,Automatic,Saint-Léonard,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-chevrolet-equinox-ev-2rs/m9339852,2024 Chevrolet Equinox EV 2RS,"$45,685",EQUINOX EV 2RS Engine: 0L L/100Km City: 2.0 L/100Km Hwy: 2.4,35 km,Automatic,Saint-Léonard,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-fiat-500e-red-nav-heated-seats/m8882625,2024 FIAT 500e (RED) | NAV | Heated Seats |,"$44,358","RED BY (RED),BLACK SEATS W/RED ACCENTS CLOTH BUCKET SEATS,QUICK ORDER PACKAGE 21A RED,Power Steering,4-Wheel Disc Brakes,ABS,Electric Motor,Brake Assist,Lithium Ion Traction Battery,Front Wheel ...",26 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/ottawa/2009-shelby-gt500/1703873638,2009 Shelby GT500,Please Contact,"Contact me and make an offer This is a 2009 Shelby GT500 Car was on dyno, it made 685 rwhp 652 rwtq ( to the tires ) Crank hp is roughly 760 whp Pump gas 94 octane I have tune for 91 octane as well ...","68,251 km",Manual,Gloucester,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-fiat-500e-red-nav-heated-seats/m8882624,2024 FIAT 500e (RED) | NAV | Heated Seats |,"$44,358","RED BY (RED),BLACK SEATS W/RED ACCENTS CLOTH BUCKET SEATS,QUICK ORDER PACKAGE 21A RED,Power Steering,4-Wheel Disc Brakes,ABS,Electric Motor,Brake Assist,Lithium Ion Traction Battery,Front Wheel ...",26 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-fiat-500e-red-nav-heated-seats/m8882622,2024 FIAT 500e (RED) | NAV | Heated Seats |,"$43,763","GLACIER WHITE,BLACK SEATS W/RED ACCENTS CLOTH BUCKET SEATS,QUICK ORDER PACKAGE 21A RED,Power Steering,4-Wheel Disc Brakes,ABS,Electric Motor,Brake Assist,Lithium Ion Traction Battery,Front Wheel ...",16 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-fiat-500e-red-nav-heated-seats/m8882621,2024 FIAT 500e (RED) | NAV | Heated Seats |,"$44,358","RED BY (RED),BLACK SEATS W/RED ACCENTS CLOTH BUCKET SEATS,QUICK ORDER PACKAGE 21A RED,Power Steering,4-Wheel Disc Brakes,ABS,Electric Motor,Brake Assist,Lithium Ion Traction Battery,Front Wheel ...",18 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-fiat-500e-red-nav-heated-seats/m8882619,2024 FIAT 500e (RED) | NAV | Heated Seats |,"$43,763","GLACIER WHITE,BLACK SEATS W/RED ACCENTS CLOTH BUCKET SEATS,QUICK ORDER PACKAGE 21A RED,Power Steering,4-Wheel Disc Brakes,ABS,Electric Motor,Brake Assist,Lithium Ion Traction Battery,Front Wheel ...",28 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-fiat-500e-red-nav-heated-seats/m8882618,2024 FIAT 500e (RED) | NAV | Heated Seats |,"$44,358","TUXEDO BLACK,BLACK SEATS W/RED ACCENTS CLOTH BUCKET SEATS,QUICK ORDER PACKAGE 21A RED,Power Steering,4-Wheel Disc Brakes,ABS,Electric Motor,Brake Assist,Lithium Ion Traction Battery,Front Wheel ...",26 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-fiat-500e-red-nav-heated-seats/m8882617,2024 FIAT 500e (RED) | NAV | Heated Seats |,"$44,358","TUXEDO BLACK,BLACK SEATS W/RED ACCENTS CLOTH BUCKET SEATS,QUICK ORDER PACKAGE 21A RED,Power Steering,4-Wheel Disc Brakes,ABS,Electric Motor,Brake Assist,Lithium Ion Traction Battery,Front Wheel ...",19 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2021-ford-mustang-mach-e-premium-ford-co-pilot-360-moonroof/m7546447,2021 Ford Mustang Mach-E Premium - Ford Co-Pilot 360 | Moonroof,"$36,999",- ONE OWNER - ACCIDENT FREE - HEATED LEATHER SEATS - HEATED STEERING WHEEL - PANORAMIC SUNROOF - NAVIGATION - WIRELESS CHARGING PAD - ONE PEDAL DRIVING - COMFORT PACKAGE Check out this 2021 Ford ...,"59,922 km",Automatic,Windsor,
https://www.kijiji.ca/v-cars-trucks/north-shore/2019-nissan-leaf-sv/m9543829,2019 Nissan Leaf SV,"$17,950","The vehicle has been in my family since new. New tires just installed (Oct 3). Next service due at 104,000k. Battery is in excellent condition. I try to keep it between 20% and 80% charge which is ...","97,325 km",Automatic,Lions Bay,
https://www.kijiji.ca/v-cars-trucks/ouest-de-lile-qc/nissan-leaf-sv-2015/1703399519,Nissan LEAF SV 2015,"$7,300",——— English Message will follow ——— Voiture familiale sans fumeur Batterie 11/12 - très bonne condition Autonomie supérieure a 120km en été Toujours entretenue chez concessionnaire Nissan. Dernière ...,"60,300 km",Automatic,L'Île-Perrot,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-fiat-500e-red-nav-heated-seats/m8882614,2024 FIAT 500e (RED) | NAV | Heated Seats |,"$36,988","TUXEDO BLACK,BLACK SEATS W/RED ACCENTS CLOTH BUCKET SEATS,QUICK ORDER PACKAGE 21A RED,Power Steering,4-Wheel Disc Brakes,ABS,Electric Motor,Brake Assist,Lithium Ion Traction Battery,Front Wheel ...",18 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/chilliwack/2020-kia-niro-ev-sx-touring-bc-only-leather-sunroof/m8532455,2020 Kia Niro EV SX TOURING | BC ONLY | LEATHER | SUNROOF,"$29,297","This Kia Niro EV boasts a Electric engine powering this Automatic transmission. Wheels: 17 Alloy, Trip Computer, Transmission: Single-Speed Reduction Gear. * This Kia Niro EV Features the Following ...","70,461 km",Automatic,Chilliwack,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2021-kia-soul-ev-certifie-1-proprio-jamais-accidente-ev-385-km/m9091325,2021 Kia Soul EV CERTIFIÉ 1 PROPRIO JAMAIS ACCIDENTÉ EV 385 KM,"$24,987",KIA SOUL EV LIMITED 2021 VÉHICULE 100% ÉLECTRIQUE AVEC 385 KM D'AUTONOMIE TRANSMISSION AUTOMATIQUE PARFAIT POUR LA CONDUITE URBAINE PROGRAMME CERTIFIÉ AVANTAGEUX DISPONIBLE!! 77640 KM SEULEMENT!! 1 ...,"77,640 km",Automatic,Blainville,
https://www.kijiji.ca/v-cars-trucks/guelph/2024-kia-niro-ev-wind/m7660203,2024 Kia Niro EV Wind+,"$38,995","Wheels: 17 Alloy, Voice Activated Automatic Air Conditioning, Variable Intermittent Wipers, Trip Computer, Transmission: Single-Speed Reduction Gear -inc: shift-by-wire and drive mode select, Tires: ...","11,995 km",Automatic,Guelph,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-hyundai-ioniq-5-preferred-awd-heated-and-ventilated/m9320819,2024 Hyundai IONIQ 5 Preferred | AWD | HEATED AND VENTILATED,Please Contact,"Cash Pricing Incentive applied. Financing subject to On Approved Credit, please contact dealer for details. Sherwood Park Hyundai, AMVIC Licensed Dealer Engine: Electric Safety Equipment Electronic ...",4 km,Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/chilliwack/2021-tesla-model-y-standard-range-rwd-bc-only-adaptive/m9121561,2021 Tesla Model Y STANDARD RANGE RWD | BC ONLY | ADAPTIVE,"$41,830","This Tesla Model Y delivers a Electric engine powering this Automatic transmission. Window Grid Antenna, Valet Function, Trip Computer. * This Tesla Model Y Features the Following Options * ...","86,520 km",Automatic,Chilliwack,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-hyundai-ioniq-5-preferred-awd-panoramic-sunroof/m9037260,2024 Hyundai IONIQ 5 Preferred | AWD | PANORAMIC SUNROOF,Please Contact,"Cash Pricing Incentive applied. Financing subject to On Approved Credit, please contact dealer for details. Sherwood Park Hyundai, AMVIC Licensed Dealer Engine: Electric Safety Equipment Electronic ...",15 km,Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2021-mini-3-portes-cooper-se-premier-line-toit-pano/m9392543,"2021 MINI 3 Portes Cooper SE, Premier Line, Toit Pano","$21,449","2021 MINI 3 Portes Cooper SE, Premier Line, Toit Pano! * Premier Line * Toit ouvrant panoramique * Système audio Harman/Kardon* Aide au stationnement * Sièges sport * - Power Fold Side Mirrors - ...","77,525 km",Automatic,Laval,
https://www.kijiji.ca/v-cars-trucks/edmonton/2025-hyundai-ioniq-5-n-n-awd-heads-up-display-adaptive/m8619991,2025 Hyundai IONIQ 5 N N | AWD | HEADS-UP DISPLAY | ADAPTIVE,Please Contact,"Cash Pricing Incentive applied. Financing subject to On Approved Credit, please contact dealer for details. Sherwood Park Hyundai, AMVIC Licensed Dealer Engine: Electric Safety Equipment Electronic ...",68 km,Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/levis/2023-kia-soul-ev-premium/m8374288,2023 Kia Soul EV Premium,$279,"Kia Soul EV Premium 2023 15 000 km Blanc perle REPRISE DE LOCATION 278,63$/2 semaines Location jusqu'au 4 octobre 2027 64 000 km alloué Pare-pierre sur le capot Pneu d'hiver (1 saison d'usure) et ...","15,000 km",Automatic,Levis,
,,"$42,488",,,,,
https://www.kijiji.ca/v-cars-trucks/london/2023-porsche-taycan-tech-premium-sport-chrono-cpo/m8811743,2023 Porsche Taycan Tech | Premium | Sport Chrono | CPO,"$137,998","Well spec'd Taycan Cross Turismo with Sport Chrono package, premium package, Technology package, 2 plus 1 configuration and much more. Porsche Center London a division of AutoCanada was established ...","18,721 km",Automatic,London,
https://www.kijiji.ca/v-cars-trucks/edmonton/2022-ford-mustang-mach-e-gt-performance-edition/m5563887,2022 Ford Mustang Mach-E GT Performance Edition,"$71,630","Ford is renowned for its performance, durability and affordability, and Freedom Ford wants the quality of our dealership to match the quality of the product we represent - and weve been doing just ...",120 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/strathcona-county/2022-tesla-model-y-performance-awd-premium-package/m8544821,2022 Tesla Model Y Performance | AWD | PREMIUM PACKAGE,"$56,907","The 2022 Tesla Model Y Performance is an electric SUV that represents the pinnacle of Tesla's engineering prowess and innovation in the automotive industry. Designed to seamlessly blend performance, ...","25,803 km",Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/strathcona-county/2022-tesla-model-3-long-range-awd-autopilot-package/m9479239,2022 Tesla Model 3 Long Range | AWD | AUTOPILOT PACKAGE,"$42,907","Check out this 2022 Tesla Model 3 Long Range while we still have it in stock! *Get Your Money's Worth for this Tesla Model 3 with These Options * Window Grid Antenna, Wheels: 18 x 8.5 Aero, Valet ...","81,270 km",Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/hamilton/2019-kia-soul-ev-ev-luxury-low-km/m8992309,2019 Kia Soul EV EV Luxury | Low KM,"$17,399","Come visit our Kia of Hamilton team, you can find us at 1885 Upper James St. Hamilton, ON L9B 1K8, or call us at (905) 547-7726 to book a test drive today! Engine: Electric Safety Equipment ...","67,275 km",Automatic,Hamilton,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-cadillac-lyriq-tech-ev-awd-heated-seats-lane-keep/m8578779,2024 Cadillac LYRIQ Tech EV AWD | Heated Seats | Lane Keep,"$75,387","This Cadillac LYRIQ has a dependable Electric engine powering this Automatic transmission. * This Cadillac LYRIQ is a Bargain with These Options * RADIANT RED TINTCOAT, PROPULSION, ELECTRIC, AWD, ...",42 km,Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-cadillac-lyriq-sport-6-2l-awd-super-cruise-akg/m8740410,2024 Cadillac LYRIQ Sport 6.2L AWD | Super Cruise | AKG,"$85,523","This Cadillac LYRIQ has a dependable Electric engine powering this Automatic transmission. *Get Your Money's Worth for this Cadillac LYRIQ with These Options * PROPULSION, ELECTRIC, AWD, CHARGING ...","3,411 km",Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-cadillac-lyriq-tech-ev-awd-heated-seats-lane-keep/m8578778,2024 Cadillac LYRIQ Tech EV AWD | Heated Seats | Lane Keep,"$74,830","This Cadillac LYRIQ has a trusty Electric engine powering this Automatic transmission. * This Cadillac LYRIQ is a Bargain with These Options * EMERALD LAKE METALLIC, Wireless Phone Charging (The ...",38 km,Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-cadillac-lyriq-luxury-ev-awd-adaptive-cruise/m8966141,2024 Cadillac LYRIQ Luxury EV AWD | Adaptive Cruise,"$80,092",This Cadillac LYRIQ has a trusty Electric engine powering this Automatic transmission. *This Cadillac LYRIQ Is Competitively Priced with These Options * Wireless Phone Charging (The system wirelessly ...,7 km,Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-cadillac-lyriq-sport-ev-awd-super-cruise-akg-speakers/m8740436,2024 Cadillac LYRIQ Sport EV AWD | Super Cruise | AKG Speakers,"$86,887","This Cadillac LYRIQ has a dependable Electric engine powering this Automatic transmission. * This Cadillac LYRIQ is a Bargain with These Options * PROPULSION, ELECTRIC, AWD, OPULENT BLUE METALLIC, ...",12 km,Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/abbotsford/2023-volkswagen-id-4-pro-awd-tow-pkg-navigation-carplay/m8266484,2023 Volkswagen ID.4 Pro AWD | Tow Pkg | Navigation | Carplay,"$44,712",| AWD | Tow Package | Navigation | Apple Carplay/Android Auto | Heated Power Seats | Adaptive Cruise Control | Backup Camera | Blind Spot Monitor | Collision Warning | Lane Assist | Park Assist | ...,"33,448 km",Automatic,Abbotsford,
https://www.kijiji.ca/v-cars-trucks/abbotsford/2022-tesla-model-y-performance-awd-sunroof-wireless/m9165405,2022 Tesla Model Y Performance AWD | Sunroof | Wireless,"$55,996","This Tesla Model Y delivers a Electric engine powering this Automatic transmission. Window Grid Antenna, Wheels: 21 x 9.5 Fr & 21 x 10.5 Rr Uberturbine, Valet Function. *This Tesla Model Y Comes ...","40,764 km",Automatic,Abbotsford,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-hyundai-ioniq-5-preferred-awd-1-owner-no-accidents/m8498753,2022 Hyundai IONIQ 5 Preferred AWD | 1 Owner | No Accidents,"$46,404",Additional $2500 MPI Rebate!! | Heated Front Seats | Heated Steering Wheel | Navigation | Apple CarPlay | Android Auto | Remote Keyless Entry | Odometer Is 21617 Kilometers Below Market Average | ...,"11,090 km",Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/cowichan-valley-duncan/2023-volkswagen-id-4-pro-moonroof-leather-navigation/m9037018,2023 Volkswagen ID.4 Pro | Moonroof | Leather | Navigation,"$49,596","This Volkswagen ID.4 has a dependable Electric engine powering this Automatic transmission. Window Grid And Roof Mount Antenna, Wheels: 8J x 19 Drammen Alloy, Trip Computer, Travel Assist w/assisted ...","2,131 km",Automatic,Duncan,
https://www.kijiji.ca/v-cars-trucks/edmonton/2022-ford-mustang-mach-e-gt-performance-edition-demo-special/m4566406,2022 Ford Mustang Mach-E GT Performance Edition | DEMO SPECIAL,"$59,995","Ford is renowned for its performance, durability and affordability, and Freedom Ford wants the quality of our dealership to match the quality of the product we represent - and weve been doing just ...",15 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/guelph/2022-tesla-model-3-performance-awd-fast-charging-white/m9319358,2022 Tesla Model 3 Performance AWD | Fast Charging | White,"$51,499","*Sport Package, Fast Charging, Synthetic Leather Seats, 360 Camera, Sunroof! * The 2022 Tesla Model 3 is an electric vehicle that offers excellent performance and remarkable driving range, in a ...","57,582 km",Automatic,Guelph,
https://www.kijiji.ca/v-cars-trucks/guelph/2021-hyundai-kona-electric-ultimate-one-owner-fully-loaded/m9056235,2021 Hyundai Kona Electric Ultimate | One Owner! | Fully Loaded,"$32,799","*Leather Seats, Sunroof, Infinity Premium Sound System, Blind Spot Monitoring, Cooled Seats, Navigation, Apple CarPlay, Android Auto! * This ground-breaking SUV combines bold style and features with ...","43,834 km",Automatic,Guelph,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mini-3-door-cooper-se-premier-line-2-0-acces-confort/m9409130,2024 MINI 3 Door Cooper SE | Premier Line 2.0 | Accès Confort,"$33,669",- Roues 17 po - Éclairage ambient - Ouvre-porte de garage universel - Comfort Access - Harman/Kardon Sound System - 17-inch Wheels - Ambient Lighting - Universal Garage Door Opener Le prix de vente ...,"23,604 km",Automatic,Montreal,
https://www.kijiji.ca/v-cars-trucks/tricities-pitt-maple/2021-tesla-model-3-standard-range-plus-white-interior/m8743877,2021 Tesla Model 3 Standard Range Plus | White Interior,"$38,376","Window Grid Antenna, Wheels: 18 x 8.5 Aero, Variable Intermittent Wipers, Valet Function, Trip Computer, Transmission: 1-Speed Automatic, Tracker System, Tires: P235/45R18, Tire Specific Low Tire ...","38,518 km",Automatic,Pitt Meadows,
https://www.kijiji.ca/v-cars-trucks/strathcona-county/2024-fiat-500e-red-edition/m8725592,2024 FIAT 500e (RED) Edition,"$38,988","This FIAT 500e has a dependable Electric engine powering this Automatic transmission. ParkView Back-Up Camera, GLACIER WHITE, Wheels: 17 x 7.0 Aluminum Multi-Spoke, Transmission: Front Offset 1 Speed ...",36 km,Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/calgary/2020-tesla-model-y-performance-awd-original-owner-no-gst/1703857228,2020 Tesla Model Y Performance AWD Original Owner (no GST),"$46,500","2020 Tesla Y Performance long range Original Owner, AWD, No GST , Newly upgraded OEM suspension, 5000k on new tires, serviced only at Tesla , added OEM Hepa filter system, reason for selling bought a ...","115,000 km",Automatic,Bridlewood,
https://www.kijiji.ca/v-cars-trucks/dartmouth/2024-chevrolet-equinox-ev-2lt/m8958840,2024 Chevrolet Equinox EV 2LT,"$49,974",Engine: 0L L/100Km City: 2.0 L/100Km Hwy: 2.4 Safety Equipment OnStar and Chevrolet connected services capable (Terms and limitations apply. See onstar.ca or dealer for details.) Rear Seat Reminder ...,14 km,Automatic,Dartmouth,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-chevrolet-silverado-ev-4wt/m9339545,2024 Chevrolet Silverado EV 4WT,"$85,124","Conçu à partir de zéro, le Silverado EV associe des technologies de pointe à plus d’un siècle de savoir-faire en matière de camions pour créer un véhicule qui fait honneur à son nom légendaire. Le ...",10 km,Automatic,Montreal,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-cadillac-lyriq-sport-1/m9339543,2024 Cadillac LYRIQ Sport 1,"$79,894","L’iconique et tout nouveau Lyriq, modèle entièrement électrique de Cadillac, vous offre une sophistication des plus électrisantes ou rythmes, formes et couleurs s’harmonisent parfaitement. Prenez le ...",10 km,Automatic,Montreal,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-cadillac-lyriq-luxury-1/m9339542,2024 Cadillac LYRIQ Luxury 1,"$78,994","L’iconique et tout nouveau Lyriq, modèle entièrement électrique de Cadillac, vous offre une sophistication des plus électrisantes ou rythmes, formes et couleurs s’harmonisent parfaitement. Prenez le ...",10 km,Automatic,Montreal,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-cadillac-lyriq-luxury-1/m9339538,2024 Cadillac LYRIQ Luxury 1,"$80,389","L’iconique et tout nouveau Lyriq, modèle entièrement électrique de Cadillac, vous offre une sophistication des plus électrisantes ou rythmes, formes et couleurs s’harmonisent parfaitement. Prenez le ...",10 km,Automatic,Montreal,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-cadillac-lyriq-luxury-1/m9339537,2024 Cadillac LYRIQ Luxury 1,"$79,894","L’iconique et tout nouveau Lyriq, modèle entièrement électrique de Cadillac, vous offre une sophistication des plus électrisantes ou rythmes, formes et couleurs s’harmonisent parfaitement. Prenez le ...",10 km,Automatic,Montreal,
